county,id,County.FIPS,abbr,state,autoretdelrate,autoretdelrate_nw,autoretdelrate_wh,autoretdelrate_sub,autoretdelrate_sub_wh,autoretdelrate_sub_nw,autoopen_pct,autoopen_pct_nw,autoopen_pct_wh,autoretopen_pct,autoretopen_pct_nw,autoretopen_pct_wh,poprural_pct,popnonwhite_pct,HHinc_avg,HHinc_avg_nw,HHinc_avg_wh
Sanders County,30089,30089,MT,Montana,.030303,n/a**,.0307692,n/a*,n/a*,n/a*,.2717949,n/a**,.2722513,.3384615,n/a**,.3403141,1,.0979082,53414,49117,53809
Sheridan County,30091,30091,MT,Montana,0,n/a**,0,n/a*,n/a*,n/a*,.3559322,n/a**,.3559322,.3898305,n/a**,.3898305,1,.0884163,73400,38230,76267
Silver Bow County,30093,30093,MT,Montana,.0193237,n/a**,.0195122,n/a*,n/a*,0,.305026,n/a**,.3052632,.3570191,n/a**,.3578947,.1144152,.0956225,58093,35953,59722
Stillwater County,30095,30095,MT,Montana,0,n/a**,0,n/a*,n/a*,n/a*,.3398693,n/a**,.3398693,.3986928,n/a**,.3986928,1,.0718385,78211,61406,79052
Sweet Grass County,30097,30097,MT,Montana,0,n/a**,0,n/a*,n/a*,n/a*,.3,n/a**,.3,.3857143,n/a**,.3857143,1,.0703531,67923,65414,68165
Teton County,30099,30099,MT,Montana,.0333333,n/a**,.0333333,n/a*,n/a*,n/a*,.2222222,n/a**,.2222222,.3333333,n/a**,.3333333,1,.0633224,66683,64158,66789
Toole County,30101,30101,MT,Montana,0,n/a**,0,n/a*,n/a*,n/a*,.2714286,n/a**,.2608696,.3285714,n/a**,.3188406,.4295642,.1239952,64101,47945,65408
Treasure County,30103,30103,MT,Montana,0,n/a**,0,n/a*,n/a*,n/a*,.3137255,n/a**,.3137255,.4313726,n/a**,.4313726,1,.039897,55830,37669,56663
Valley County,30105,30105,MT,Montana,0,n/a*,0,n/a*,n/a*,n/a*,.2846154,n/a*,.295082,.3769231,n/a*,.3770492,.5520424,.1548062,65147,55108,66893
Wheatland County,30107,30107,MT,Montana,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0628199,52922,74094,52474
Wibaux County,30109,30109,MT,Montana,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0485106,56109,58900,56028
Yellowstone County,30111,30111,MT,Montana,.0206612,n/a**,.0208333,.1241379,.0122699,0,.3174234,n/a**,.3208218,.3733023,n/a**,.3769261,.1668829,.139237,75619,66652,76635
Adams County,31001,31001,NE,Nebraska,0,n/a**,0,n/a*,n/a*,0,.2676056,n/a**,.2699386,.305835,n/a**,.3087935,.2248438,.1368141,69692,56808,70863
Antelope County,31003,31003,NE,Nebraska,0,n/a**,0,n/a*,n/a*,n/a*,.1797753,n/a**,.1797753,.1910112,n/a**,.1910112,1,.0472379,61882,79435,61575
Arthur County,31005,31005,NE,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0502392,59829,44900,60145
Banner County,31007,31007,NE,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0804598,86136,23461,91767
Blaine County,31009,31009,NE,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,0,61209,n/a**,61209
Boone County,31011,31011,NE,Nebraska,0,n/a**,0,n/a*,n/a*,n/a*,.3186813,n/a**,.3186813,.3736264,n/a**,.3736264,1,.0348203,72720,52389,73065
Box Butte County,31013,31013,NE,Nebraska,.0126582,n/a**,.0126582,n/a*,n/a*,0,.3777778,n/a**,.3777778,.4388889,n/a**,.4388889,.2495578,.181892,67128,53137,69043
Boyd County,31015,31015,NE,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0494613,63804,68561,63679
Brown County,31017,31017,NE,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0394913,60443,47506,60881
Buffalo County,31019,31019,NE,Nebraska,.0237288,n/a**,.0238908,n/a*,n/a*,0,.3557047,n/a**,.3578231,.3959731,n/a**,.3986395,.3226107,.1287987,74978,51147,77281
Burt County,31021,31021,NE,Nebraska,.0444444,n/a**,.0444444,n/a*,n/a*,n/a*,.3660714,n/a**,.3660714,.3928571,n/a**,.3928571,1,.0681679,65349,36901,66739
Butler County,31023,31023,NE,Nebraska,0,n/a**,0,n/a*,n/a*,n/a*,.2222222,n/a**,.2222222,.2962963,n/a**,.2962963,.6570578,.052064,66899,48444,67267
Cass County,31025,31025,NE,Nebraska,.0259067,n/a**,.0259067,n/a*,n/a*,0,.3877551,n/a**,.3877551,.430839,n/a**,.430839,.729567,.0612015,85237,95945,84783
Cedar County,31027,31027,NE,Nebraska,0,n/a**,0,n/a*,n/a*,n/a*,.3416667,n/a**,.3416667,.3916667,n/a**,.3916667,1,.0325003,72281,53073,72707
Chase County,31029,31029,NE,Nebraska,0,n/a**,0,n/a*,n/a*,n/a*,.3529412,n/a**,.3529412,.4117647,n/a**,.4117647,1,.1068559,65419,57146,66155
Cherry County,31031,31031,NE,Nebraska,.025,n/a**,.025,n/a*,n/a*,n/a*,.3578947,n/a**,.3578947,.4210526,n/a**,.4210526,.5251182,.1174439,62766,45752,64298
Cheyenne County,31033,31033,NE,Nebraska,.0138889,n/a**,.0138889,n/a*,n/a*,0,.3594771,n/a**,.3594771,.4640523,n/a**,.4640523,.3625725,.1021113,71372,53570,72499
Clay County,31035,31035,NE,Nebraska,.027027,n/a**,.027027,n/a*,n/a*,n/a*,.2758621,n/a**,.2758621,.3189655,n/a**,.3189655,1,.1084724,66150,45357,67436
Colfax County,31037,31037,NE,Nebraska,.0185185,0,.0526316,n/a*,n/a*,n/a*,.3333333,.3820225,.265625,.3529412,.3932584,.296875,.4051355,.5035316,63171,57349,66225
Cuming County,31039,31039,NE,Nebraska,.0185185,n/a**,.0185185,n/a*,n/a*,n/a*,.3265306,n/a**,.3265306,.3673469,n/a**,.3673469,.6520407,.1158937,69244,39668,71731
Custer County,31041,31041,NE,Nebraska,.0232558,n/a**,.0232558,n/a*,n/a*,n/a*,.1935484,n/a**,.1935484,.2774194,n/a**,.2774194,.6766615,.0520776,74937,62966,75397
Dakota County,31043,31043,NE,Nebraska,.0363636,.0454545,.0227273,n/a*,n/a*,0,.2944984,.2420091,.4222222,.355987,.3013699,.4888889,.2108921,.5103115,69285,70313,68615
Dawes County,31045,31045,NE,Nebraska,.0181818,n/a**,.0181818,n/a*,n/a*,n/a*,.3916667,n/a**,.3916667,.4583333,n/a**,.4583333,.3993683,.1487185,60820,57951,61263
Dawson County,31047,31047,NE,Nebraska,.0382166,.0821918,0,n/a*,n/a*,0,.3553719,.3389831,.3709677,.4297521,.4067796,.4516129,.2665461,.4046799,68096,57415,73381
Deuel County,31049,31049,NE,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.1114044,61812,44237,63571
Dixon County,31051,31051,NE,Nebraska,.0740741,n/a**,.0740741,n/a*,n/a*,n/a*,.3243243,n/a**,.3243243,.3648649,n/a**,.3648649,1,.1519318,67106,65843,67228
Dodge County,31053,31053,NE,Nebraska,.012766,n/a**,.0128205,n/a*,n/a*,0,.3264984,n/a**,.327504,.3706625,n/a**,.3720191,.2512878,.1566121,66065,37653,69537
Douglas County,31055,31055,NE,Nebraska,.0205114,.0479452,.0153673,.126,.0138648,.0008058,.3574032,.2594655,.3871486,.4030752,.3207127,.4271486,.0217052,.3111399,89510,64028,97588
Dundy County,31057,31057,NE,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.164607,59689,42809,61553
Fillmore County,31059,31059,NE,Nebraska,.025,n/a**,.025,n/a*,n/a*,n/a*,.3366337,n/a**,.3366337,.3960396,n/a**,.3960396,1,.0622533,71692,34711,73115
Franklin County,31061,31061,NE,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0415835,61284,68776,61050
Frontier County,31063,31063,NE,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0356458,65738,45443,65866
Furnas County,31065,31065,NE,Nebraska,0,n/a**,0,n/a*,n/a*,n/a*,.3809524,n/a**,.3809524,.4920635,n/a**,.4920635,1,.0618471,60805,54089,61211
Gage County,31067,31067,NE,Nebraska,.0201342,n/a**,.0201342,n/a*,n/a*,0,.3487738,n/a**,.3487738,.4032698,n/a**,.4032698,.4439962,.05279,64384,59075,64639
Garden County,31069,31069,NE,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0564516,69655,86971,69016
Garfield County,31071,31071,NE,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0339241,59320,36809,59603
Gosper County,31073,31073,NE,Nebraska,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,1,.0421836,80845,52308,82644
Grant County,31075,31075,NE,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0334262,55726,46500,55822
Greeley County,31077,31077,NE,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0385892,60121,66821,59996
Hall County,31079,31079,NE,Nebraska,.0307263,n/a**,.0152284,.171875,0,0,.3128153,n/a**,.3551587,.3592331,n/a**,.3869048,.1462453,.3279266,71073,57531,75498
Hamilton County,31081,31081,NE,Nebraska,0,n/a**,0,n/a*,n/a*,n/a*,.2716049,n/a**,.2716049,.3765432,n/a**,.3765432,.5105217,.049793,79739,41250,81219
Harlan County,31083,31083,NE,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0607912,62681,75520,61796
Hayes County,31085,31085,NE,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0731707,61265,58745,61393
Hitchcock County,31087,31087,NE,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0137179,60131,31389,60346
Holt County,31089,31089,NE,Nebraska,.0188679,n/a**,.0188679,n/a*,n/a*,n/a*,.2962963,n/a**,.2962963,.3271605,n/a**,.3271605,.647149,.0628599,69863,87616,69199
Hooker County,31091,31091,NE,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0390738,54664,46228,55168
Howard County,31093,31093,NE,Nebraska,.0454545,n/a**,.0454545,n/a*,n/a*,n/a*,.3083333,n/a**,.3083333,.3666667,n/a**,.3666667,1,.0449649,63117,45512,63672
Jefferson County,31095,31095,NE,Nebraska,.0512821,n/a**,.0512821,n/a*,n/a*,n/a*,.2416667,n/a**,.2416667,.3166667,n/a**,.3166667,.4816483,.059961,56897,27833,58057
Johnson County,31097,31097,NE,Nebraska,0,n/a**,0,n/a*,n/a*,n/a*,.2962963,n/a**,.2962963,.3888889,n/a**,.3888889,1,.1943429,65486,38408,68025
Kearney County,31099,31099,NE,Nebraska,.0188679,n/a**,.0188679,n/a*,n/a*,n/a*,.3793103,n/a**,.3793103,.4568965,n/a**,.4568965,.5455386,.07616,73274,53605,74236
Keith County,31101,31101,NE,Nebraska,0,n/a**,0,n/a*,n/a*,n/a*,.2881356,n/a**,.2881356,.3389831,n/a**,.3389831,.4713193,.099148,60511,39855,62285
Keya Paha County,31103,31103,NE,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0151515,72793,27067,73218
Kimball County,31105,31105,NE,Nebraska,0,n/a**,0,n/a*,n/a*,n/a*,.4150943,n/a**,.4150943,.4528302,n/a**,.4528302,1,.1363512,54890,58031,54552
Knox County,31107,31107,NE,Nebraska,.0232558,n/a*,0,n/a*,n/a*,n/a*,.2642857,n/a*,.265625,.3071429,n/a*,.3125,1,.1399527,63301,44093,65524
Lancaster County,31109,31109,NE,Nebraska,.0247661,n/a**,.0239589,.1774892,.0080645,.0014948,.3203455,n/a**,.3286565,.3619201,n/a**,.369898,.0825313,.1930331,75565,61470,77940
Lincoln County,31111,31111,NE,Nebraska,.0152672,n/a**,.015444,n/a*,n/a*,0,.3365854,n/a**,.337171,.4227642,n/a**,.4226974,.3051973,.1188158,70858,45248,73514
Loup County,31115,31115,NE,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0205128,61984,18060,63616
McPherson County,31117,31117,NE,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0528634,59496,47800,59672
Madison County,31119,31119,NE,Nebraska,.0231481,n/a**,.020202,n/a*,n/a*,0,.3556797,n/a**,.3623188,.4003724,n/a**,.4078675,.2790458,.2002048,67302,57758,68754
Merrick County,31121,31121,NE,Nebraska,0,n/a**,0,n/a*,n/a*,n/a*,.3486238,n/a**,.3131313,.4311927,n/a**,.3939394,.5889102,.0722799,68787,59838,69385
Morrill County,31123,31123,NE,Nebraska,0,n/a**,0,n/a*,n/a*,n/a*,.28,n/a**,.28,.4,n/a**,.4,1,.1821938,62343,40779,65512
Nance County,31125,31125,NE,Nebraska,0,n/a**,0,n/a*,n/a*,n/a*,.3898305,n/a**,.3898305,.4745763,n/a**,.4745763,1,.0348903,67170,51449,67641
Nemaha County,31127,31127,NE,Nebraska,0,n/a**,0,n/a*,n/a*,n/a*,.3389831,n/a**,.3389831,.3728814,n/a**,.3728814,.5206954,.0595374,67073,53245,67592
Nuckolls County,31129,31129,NE,Nebraska,.0588235,n/a**,.0588235,n/a*,n/a*,n/a*,.1549296,n/a**,.1549296,.2394366,n/a**,.2394366,1,.0470175,59882,40265,60398
Otoe County,31131,31131,NE,Nebraska,.0098039,n/a**,.0098039,n/a*,n/a*,0,.3501945,n/a**,.3515625,.3968872,n/a**,.3984375,.55108,.108392,70443,49624,71989
Pawnee County,31133,31133,NE,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0455904,61208,19933,62464
Perkins County,31135,31135,NE,Nebraska,0,n/a**,0,n/a*,n/a*,n/a*,.3392857,n/a**,.3392857,.4642857,n/a**,.4642857,1,.0481596,79208,42208,80782
Phelps County,31137,31137,NE,Nebraska,0,n/a**,0,n/a*,n/a*,n/a*,.3172414,n/a**,.3172414,.3862069,n/a**,.3862069,.4188071,.075,70879,38243,73231
Pierce County,31139,31139,NE,Nebraska,0,n/a**,0,n/a*,n/a*,0,.384,n/a**,.3870968,.48,n/a**,.483871,1,.03535,67962,45422,68418
Platte County,31141,31141,NE,Nebraska,.0174672,n/a**,.0175439,n/a*,n/a*,0,.3594646,n/a**,.3659491,.4378585,n/a**,.4461839,.3142662,.2096604,75236,57057,78262
Polk County,31143,31143,NE,Nebraska,.0322581,n/a**,.0322581,n/a*,n/a*,n/a*,.2933333,n/a**,.2933333,.4,n/a**,.4,1,.0694577,74683,43619,75992
Red Willow County,31145,31145,NE,Nebraska,.030303,n/a**,.030303,n/a*,n/a*,0,.2948718,n/a**,.2948718,.4166667,n/a**,.4166667,.3158752,.0803257,60736,44015,61501
Richardson County,31147,31147,NE,Nebraska,.0222222,n/a**,.0222222,n/a*,n/a*,n/a*,.2785714,n/a**,.2785714,.3214286,n/a**,.3214286,.5057994,.076414,61223,58666,61474
Rock County,31149,31149,NE,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0259259,73915,14720,74392
Saline County,31151,31151,NE,Nebraska,0,n/a**,0,n/a*,n/a*,0,.3386243,n/a**,.4021739,.3915344,n/a**,.4673913,.5107042,.3013718,61216,44588,66268
Sarpy County,31153,31153,NE,Nebraska,.0156919,n/a**,.0156919,.1149425,.0082988,0,.4550602,n/a**,.4552212,.495046,n/a**,.4952212,.0527386,.1954039,97450,70955,102125
Saunders County,31155,31155,NE,Nebraska,.0227273,n/a**,.0227273,n/a*,n/a*,0,.3425926,n/a**,.3425926,.4074074,n/a**,.4074074,.6648701,.0454718,80020,58282,80643
Scotts Bluff County,31157,31157,NE,Nebraska,.0248756,n/a**,.0203046,n/a*,n/a*,.0071942,.3071429,n/a**,.3095238,.3571429,n/a**,.3608059,.2981877,.2773686,67975,54513,71441
Seward County,31159,31159,NE,Nebraska,.0185185,n/a**,.0185185,n/a*,n/a*,0,.375,n/a**,.3765182,.4354839,n/a**,.437247,.6038209,.0526654,79392,88145,79068
Sheridan County,31161,31161,NE,Nebraska,0,n/a**,0,n/a*,n/a*,n/a*,.2666667,n/a**,.2666667,.35,n/a**,.35,1,.1841804,61900,35546,65089
Sherman County,31163,31163,NE,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0358317,61276,51132,61688
Sioux County,31165,31165,NE,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0853081,59915,103848,58261
Stanton County,31167,31167,NE,Nebraska,.0714286,n/a**,.0714286,n/a*,n/a*,n/a*,.3066667,n/a**,.3066667,.36,n/a**,.36,.734867,.0791055,76404,63291,77073
Thayer County,31169,31169,NE,Nebraska,0,n/a**,0,n/a*,n/a*,n/a*,.2891566,n/a**,.2891566,.3012048,n/a**,.3012048,1,.0470773,64264,64873,64243
Thomas County,31171,31171,NE,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0248062,64385,38083,65512
Thurston County,31173,31173,NE,Nebraska,0,n/a*,n/a*,n/a*,n/a*,n/a*,.238806,n/a*,n/a*,.2686567,n/a*,n/a*,1,.6378151,65158,44799,84091
Valley County,31175,31175,NE,Nebraska,0,n/a**,0,n/a*,n/a*,n/a*,.1090909,n/a**,.1090909,.1272727,n/a**,.1272727,1,.0485322,67776,42170,69373
Washington County,31177,31177,NE,Nebraska,.0125,n/a**,.0125786,n/a*,n/a*,0,.4553846,n/a**,.459375,.4923077,n/a**,.496875,.6123357,.0538108,85616,80538,85850
Wayne County,31179,31179,NE,Nebraska,0,n/a**,0,n/a*,n/a*,n/a*,.3518519,n/a**,.3518519,.3888889,n/a**,.3888889,.4208442,.0977901,69233,43899,71382
Webster County,31181,31181,NE,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0826099,61833,52908,62283
Wheeler County,31183,31183,NE,Nebraska,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0121655,59447,26933,60002
York County,31185,31185,NE,Nebraska,.032967,n/a**,.032967,n/a*,n/a*,0,.3378378,n/a**,.3378378,.4099099,n/a**,.4099099,.4414197,.0919632,75478,39120,77155
Churchill County,32001,32001,NV,Nevada,.0179641,n/a**,.0191083,n/a*,n/a*,0,.3309003,n/a**,.3342037,.406326,n/a**,.4099217,.347148,.2634735,65350,45374,70300
Clark County,32003,32003,NV,Nevada,.0450305,.0631947,.0237567,.1823708,.0134927,.0009442,.3065115,.2614652,.3459166,.3514896,.3091526,.3869973,.0130607,.5804668,80329,67938,92334
Douglas County,32005,32005,NV,Nevada,.0164474,n/a**,.0164474,n/a*,n/a*,0,.2869757,n/a**,.2869757,.3333333,n/a**,.3333333,.3155308,.1903278,83601,67962,86111
Elko County,32007,32007,NV,Nevada,.029484,.0689655,.0277008,.1506849,.0119048,0,.4364982,.3943662,.4434907,.4981504,.4084507,.5121602,.3785079,.330973,89392,70813,96098
Esmeralda County,32009,32009,NV,Nevada,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.2089704,50024,40379,51578
Eureka County,32011,32011,NV,Nevada,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.1185792,82132,102736,80817
Humboldt County,32013,32013,NV,Nevada,.0325203,n/a*,.0380952,n/a*,n/a*,0,.4094488,n/a*,.4354067,.476378,n/a*,.492823,.3787512,.3508637,78982,69992,82515
Lander County,32015,32015,NV,Nevada,0,n/a**,0,n/a*,n/a*,n/a*,.3301887,n/a**,.3301887,.4339623,n/a**,.4339623,.3904762,.3200487,88779,92312,87330
Lincoln County,32017,32017,NV,Nevada,0,n/a**,0,n/a*,n/a*,n/a*,.3134328,n/a**,.3134328,.4328358,n/a**,.4328358,1,.1378044,60586,45721,61605
Lyon County,32019,32019,NV,Nevada,.0358852,n/a**,.0358852,.2238806,0,0,.3544177,n/a**,.3544177,.4166667,n/a**,.4166667,.3693728,.2441351,67315,63556,68190
Mineral County,32021,32021,NV,Nevada,.0263158,n/a*,.0344828,n/a*,n/a*,n/a*,.448718,n/a*,.4126984,.4871795,n/a*,.4603175,.3191534,.4129946,49919,43780,52883
Nye County,32023,32023,NV,Nevada,.0242215,n/a*,.0184502,n/a*,.0192308,0,.2733078,n/a*,.2803867,.3678161,n/a*,.3743094,.3527056,.2316669,56101,52661,56901
Pershing County,32027,32027,NV,Nevada,.037037,n/a**,.037037,n/a*,n/a*,n/a*,.3142857,n/a**,.3142857,.3857143,n/a**,.3857143,1,.3435184,60343,49673,62143
Storey County,32029,32029,NV,Nevada,.0322581,n/a**,.0322581,n/a*,n/a*,n/a*,.3291139,n/a**,.3291139,.3924051,n/a**,.3924051,.9264339,.1550368,84090,54759,88167
Washoe County,32031,32031,NV,Nevada,.0243172,n/a*,.0194286,.1261062,.0106838,.0017114,.3004989,n/a*,.3152085,.3400281,n/a*,.356296,.042669,.3752026,87024,70120,93694
White Pine County,32033,32033,NV,Nevada,0,n/a*,0,n/a*,n/a*,n/a*,.4297521,n/a*,.4615385,.5041322,n/a*,.5,.5333001,.2783198,71426,88239,67898
Carson City,32510,32510,NV,Nevada,.0446429,n/a**,.04,.2173913,0,0,.2883064,n/a**,.2944915,.3326613,n/a**,.3400424,.0483953,.3252245,70878,66571,72245
Belknap County,33001,33001,NH,New Hampshire,.0290135,n/a**,.0295858,.1774193,.0196078,.0028329,.4144621,n/a**,.4190909,.4506173,n/a**,.4554546,.6627946,.0485158,85080,76446,85328
Carroll County,33003,33003,NH,New Hampshire,.0271003,n/a**,.0274725,n/a*,.0338983,0,.3563715,n/a**,.3582418,.3952484,n/a**,.3967033,.9020243,.0405727,80066,88784,79861
Cheshire County,33005,33005,NH,New Hampshire,.0286807,n/a**,.0288462,.2121212,0,.0026178,.3905473,n/a**,.3921405,.4270315,n/a**,.4280936,.6501549,.0619142,83006,69057,83506
Coos County,33007,33007,NH,New Hampshire,.0218182,n/a**,.0218182,n/a*,n/a*,.0050505,.4323843,n/a**,.4323843,.4857651,n/a**,.4857651,.6624112,.0787814,61490,51579,61762
Grafton County,33009,33009,NH,New Hampshire,.0213115,n/a**,.0214521,.16,0,.0021978,.3841924,n/a**,.3830228,.4178694,n/a**,.4168392,.6871564,.0947252,91144,74768,91963
Hillsborough County,33011,33011,NH,New Hampshire,.0184228,n/a**,.01817,.1356784,.0067265,0,.4001406,n/a**,.4001976,.4323261,n/a**,.432524,.211913,.1614485,102956,78631,106548
Merrimack County,33013,33013,NH,New Hampshire,.0295139,n/a**,.0297203,.2105263,.0126582,0,.4118104,n/a**,.4119718,.4444444,n/a**,.4444444,.5461299,.0783884,92823,84642,93259
Rockingham County,33015,33015,NH,New Hampshire,.0132231,n/a**,.0133167,.1025641,.0089286,0,.4059696,n/a**,.4063885,.4429592,n/a**,.4435007,.2489813,.0769335,114193,124375,113511
Strafford County,33017,33017,NH,New Hampshire,.0169851,n/a**,.0171123,.1229508,0,.0014728,.435443,n/a**,.4368286,.4744304,n/a**,.4757033,.3240135,.0949804,92591,84890,93147
Sullivan County,33019,33019,NH,New Hampshire,.0284091,n/a**,.0284091,.1754386,0,0,.4495159,n/a**,.4495159,.4840941,n/a**,.4840941,.6416259,.0481855,74376,83022,74065
Atlantic County,34001,34001,NJ,New Jersey,.030721,.0676328,.0229358,.1480263,.0143885,0,.3077954,.1909722,.3391608,.3538083,.2349537,.3802448,.1271358,.4411198,84780,63258,97451
Bergen County,34003,34003,NJ,New Jersey,.016867,.023705,.016555,.1392157,.0153631,.000763,.2938578,.2752343,.3097252,.3194349,.303079,.3335095,.0010153,.4471609,137007,116979,150326
Burlington County,34005,34005,NJ,New Jersey,.02,.0340426,.0174966,.1220657,.0106157,.0014265,.3655377,.3614035,.3670771,.4027796,.4087719,.4018472,.0666319,.3346887,112755,99561,117963
Camden County,34007,34007,NJ,New Jersey,.0293921,.0668449,.0189599,.142596,.0162455,0,.3176257,.2129964,.3305153,.3602665,.264982,.3701691,.0161742,.440946,91076,64866,107259
Cape May County,34009,34009,NJ,New Jersey,.015025,n/a**,.0159858,.1168831,0,0,.3191489,n/a**,.3167082,.3534279,n/a**,.3503741,.1745438,.1521176,97909,70066,101356
Cumberland County,34011,34011,NJ,New Jersey,.0416141,.039604,.0450928,.1565657,.0065789,.0022573,.3032083,.2748344,.3371018,.3574333,.3336093,.3864337,.2302706,.5423324,68355,54107,79735
Essex County,34013,34013,NJ,New Jersey,.0478888,.0783009,.011022,.2113022,.0137931,.0012793,.2565719,.2144516,.3261399,.2953882,.2614397,.347024,.0001454,.7031498,105636,73768,170510
Gloucester County,34015,34015,NJ,New Jersey,.016683,n/a*,.0165746,.109215,0,.0014205,.3777455,n/a*,.3758177,.4196022,n/a*,.4173876,.0834582,.2199837,101668,99064,102213
Hudson County,34017,34017,NJ,New Jersey,.0346336,.0423775,.0226244,.1611111,.00998,.0011758,.1859546,.1787578,.1862955,.229016,.2240994,.235546,0,.7158836,106971,90443,138981
Hunterdon County,34019,34019,NJ,New Jersey,.0109589,n/a**,.0110345,.1176471,.0123457,.0016722,.3024435,n/a**,.3022284,.3351775,n/a**,.3351904,.4956953,.1499992,143132,181002,138535
Mercer County,34021,34021,NJ,New Jersey,.032294,.0945055,.0092961,.169697,.0077821,0,.2499205,.2009569,.3077626,.2833068,.2365763,.343379,.0348255,.5120751,114713,93901,131638
Middlesex County,34023,34023,NJ,New Jersey,.0222784,.026601,.0185634,.1445993,.0123457,.0015964,.2677919,.2370182,.3147632,.2982432,.2700749,.3431755,.0067432,.5804516,110681,111968,109381
Monmouth County,34025,34025,NJ,New Jersey,.015112,n/a**,.0119309,.1253197,.0102881,.0013509,.3292458,n/a**,.3332585,.3529412,n/a**,.3566057,.037295,.2508248,134685,108916,141161
